User,Tweet
binaymishra,rahulgandhi lie sc accept faul rafael deal modili call rafael deal scam amount chang everi ralli sir pleas consult polit guid immedi entertain theek hai koshish karo jeetn ki apnamodiaayega bjp zeenew
BernardDmello,nobbi jitensourav seriousfunnyguy ashokepandit rajeevmasand vivekagnihotri sampitroda mamataoffici rahulgandhi sherryontopp incindia kanhaiyakumar reallyswara arvindkejriw divyaspandana smritiirani educationtim live democrat republ countri tadipar narendra want make jagir call gods patriot amp gandhi traitor noth hype netajibos file bengal think bjp talk noth derekobrienmp divyaspandana
dixit22_,modi doesnt give interview ndtv digit channel rahul doesnt give interview time republ network india tv aaj tak loksabhaelect rahulgandhi narendramodi umashankarsingh
umakantsingh_IN,media still miss realiti media preconceiv notion prejud modi rahul xyzwhich untru elect newrindia india votedvot agenda lutyensexitpol loksabhaelect modiobsess
umakantsingh_IN,arvindkejriw punjab clear heart truth sell jumla lie shermodiobsess pragyasinghthakur pragya thakur mahatma gandhi loksabhaelect
umakantsingh_IN,final arvindkejriw get phd politicsin doubt haryana punjab punjab xflow aap great impact engag whole punjab truthfulnessexit pollmodiobsess pragyasinghthakur mahatma gandhi loksabhaelect
EthicalHacker__,oxfordword rahulgandhi oxford chowkidari protect properti fool like rahulgandhi modi pappu
umakantsingh_IN,even alli bjpcong almost decid disband know sure bjp oscil cong modiobsess pragyasinghthakur pragya thakur mahatma gandhi loksabhaelect
EthicalHacker__,oxfordword rahulgandhi isnt call self goal miser fail fail modi think guy shirk add pappu word dictionari kahich mean person like rahulgandhi nit brain bjp namo biggest trol india trend daili basi stupid
RanjanKumarBos5,american weekli news time criticis rahul gandhi call unteach mediocr actual time magazin know everi citizen india know rahul gandhi unteach mediocr indian narendramodi congress like indian
ECKolkata,upa chairperson sonia gandhi sent letter opposit leader ask meet may day result loksabhaelect announc
gk60599,modili word use congress leader support sinc accus narendra modi peddl liesha becom offici word accord screenshot share rahul gandhi modili becom offici word rahul gandhi rahulgandhi narendramodi battleof
smfaizhaider,republ screenshot oxford websiteit resembl itth logo differentther mention oxford anywhereamp congress advertis widget modi tell white lie rahul cant even fun oxford modili rahulgandhi modili
smfaizhaider,deccanherald rahulgandhi screenshot oxford websiteit resembl itth logo differentther mention oxford anywhereamp congress advertis widget modi tell white lie rahul cant even fun oxford modili rahulgandhi modili
smfaizhaider,dna screenshot oxford websiteit resembl itth logo differentther mention oxford anywhereamp congress advertis widget modi tell white lie rahul cant even fun oxford modili rahulgandhi modili
smfaizhaider,firstpost rahulgandhi narendramodi screenshot oxford websiteit resembl itth logo differentther mention oxford anywhereamp congress advertis widget modi tell white lie rahul cant even fun oxford modili rahulgandhi modili
sweetnakshtr,pm modi congress blood rahul go say anyth bjp retali seem word invent done congress adequ slap oxford dictionari rahulli rahulgandhi bjpindia
umakantsingh_IN,one thing succeed tell even without may develop onemind countri blur region ident complet campaign social mediamodiobsess pragyasinghthakur pragya thakur mahatma gandhi loksabhaelect
mohitbansal74,nation need pm like rahulgandhi nitingadkari like narendramodi bjp congress
umakantsingh_IN,may india restrict india left mahatma gandhi sardar patel summaris sachhidananda sinha first speech constitu assembl axiom indian loksabhaelect pragyasinghthakur pragya thakur
AnuragG97516689,modi vs other like ndtv vs other victori narendramodi prove power media defeat rare case may prove power visual media india rahulgandhi ndtv abpnewstv aajtak elect thursdaythought rupe zeenew mediapart dollar bjp
kambojOffice,oxfordword rahulgandhi big slapp oxfordword dictionari face trinitycolleg cambridgeuni educ rahulgandhi rahulli rahulgandhi loksabhaelect rahuli rahul
umakantsingh_IN,believ loksabhaelect fear parti like bjp congress rjd synonym fear nation state discours long timepragya thakur bjpsupportsterrorist mahatma gandhi nitishkumar mamataoffici mayawati arvindkejriw
ImAtulSaini,gods nation hero gandhi antin gandhi shot father nation gods bjp secular parti india hindu countri pm modi world leader😏 india make nation known golden sparrowpragyasinghthakur
bptsan,historian amp free thinker let us label either gandhi gods deshbhakt videshbhakt deshdrohi whatev let treat signific figur indian histori gandhi gods deshbhakt sadhvipragya bjp loksabhaelect
umakantsingh_IN,april countri start campaign elimin fear polit last yr countri vote reject parti nation state level synonym fear pragya thakur bjpsupportsterrorist mahatma gandhi loksabhaelect
IMSHREESHAIL,divyaspandana set becom minist child women ministri kindustan siddaramaiah home minist new countri kindustan invent rahulgandhi rahul gandhi rahulgandhi yet rahulgandhi apnamodiaayega modili backfir congress bjp
saurabhsriLive,final figur side loksabhaelect result nda seat bjp seat lock bjpindia incindia rahulgandhi priyankagandhi mediacellsp mayawati sudhinbhadoria jayantrld yadavakhilesh
Prashan22813867,request rahul gandhiji pleas visit rajghat today appologis bapu mahatma gandhi behalf prime minist bjp rahulgandhi priyankagandhi
maluarpan22,due candid dont like bjp narendramodi start biggest campaign swachhbharat inspir mahatma gandhi amp bjp candid call ghods deshbhakt 😑😑 fuckyou bjpindia modihaitomumkinhai pragyasinghthakur dontvoteformodi
sanket_khedkar,oxfordword rahulgandhi pappu gandhi slap front media camera moron disgust man spread kind lie dont know media highlight piddi pappu rahulgandhi rahulli shamelesspappu piddirahulgandhi
prateeksethii,go back time would remov politician special old n psychic one partiesw n still elect fought gods nehru rajiv gandhi etc modili modi loksabhaelect
Govinda63106467,rahuleaswar narendramodi agre sadhvipragyamp gods ji patriot gandhi ji respons thousand death due stubborn rotten concept ahimsa dont shove bias thought us sadhvipragya apnamodiaayega mamatadidijaishriram paanchsaalbemisa bjp
IVijayboi,rahulgandhi deep nafrathatrednot healthi polit partieswith bjp start soni congress leadership reach zenithnowher world rivalri polit person ideolog evri pol parti aim serv ppl
umakantsingh_IN,countri must realis bent upon uproot bjpcongress achiev till round loksabhaelect pragyasinghthakur pragya singh mahatma gandhi bjpsupportsterrorist dividerinchief
R_P_Khare,rahulkanw amitshah dont add chowkidar name chowkidar rahul kanwal see consid view apt look amp sound ditto bhakt bjp rss narendramodi amitshah amp sadhvipragya eg amishdevgan sardanarohit navikakumar rshivshankar arnabgoswamirtv
dharam_vir_uk,time magazin articl narendramodi rahulgandhi incumb may win againth opposit led rahul gandhi unteach mediocr descend nehru disarray apnamodiaayega rahulgandhi phirekbaarmodisarkar abkibaarpaar
praveenmla,per bjpindia gods patriot mahatma gandhi thank pragyasinghthakur clearli reflect bjp bjpsupportsterrorist
vishwaraj_rao,rahulgandhi want project jesu u want promot ur religion bjp congress timesofindia
Samajhdar_insan,timesofindia omarabdullah sadhvipragyasinghthakur realli want say narendramodi bjp either throw dhongi sadhvi away declar gandhi ji anti nation
birjeshtweets,could someon disclos rahul undergon treatment low mental develop childhood mani peopl said rahulbadlegaindia rahulkachalleng thehindu narendramodi httweet ttindia incindia republ zeenew kapilmishraind rahulgandhi
paliwal_sudhans,statement true present context sadhvipragyamp gut come bold statement hat fyi call gods ji patriot doesnt make gandhi antin omarabdullah pragyasinghthakur loksabhaelect
parvez_ameer,label psychic killer father nation deshbhakt make mahatma gandhi antin mean vote polit parti chowkidar shouldnt voter reject parti chowkidar last phase loksabhaelect
preetitejsingh,rahulgandhi made big mistak take ministeri berth upa tenur least countri would track record measur administr capabl even indira gandhi serv amp b minist father straight away becom pm
SanjayCho,rahulgandhi rahul gandhi shamelessli built whole loksabhaelect campaign base lie amp media play tune amp never gut question fact sham get expos
AnkiT2eets,mahatma gandhi anti nation octob still public holiday bjp pragyasinghthakur gods
pmahek19,rahulgandhi rahuldi new popular word famous day day rahuldi rahulgandhi modi bjp congress bjpindia incindia
iPankaj78,rishibagre hehethi liar rahulgandhi get expos everi sc oxford dictionari whatev credibl loksabhaelect lost everyth due abus modi
JosephPravinP,narendramodi courag enough come public condemn pragyasinghthakur statement gods kill gandhi ji narendramodi speak bjp candid bopal terror accus modi defend candidatur
KalyanDasTOI,next would stori nationalist patriot nathuram gods mental tortur harass beyond human toler mahatma gandhi forc free countri presenc hateisnewnorm pragyasinghthakur bjp loksabhaelect
farhaanginwala,rahulkanw amitshah basic undisclos undeclar nation spoki bjp rahul kanwal give outsid support king fugit loksabhaelect chowkidarchorhai abhoganyay
MUSTAFA_LUSTRE,rahulgandhi rahulgandhi langua understood indian excpet follow nathuramgods ie bjp rss saffronterror rssterrorist never support gandhiji never understand survi hate faciism lynch dna henc bjp
Amiti14,bjpindia definit deshbhaktnathuram gods bjp definit deshdrohihem karkarea martyr bjp definit ex pm sacrif life servic nationbrashtachari norajiv gandhi india give befit repli
i_m_prapti,rahul gandhi sure becom pm kindustan wish best new respons rahulgandhi
tohidivity,upa chairperson sonia gandhi entrust mp cm kamal nath talk odisha cm naveen patnaik bring upa fold patnaik nath childhood friend sinc day doon school loksabhaelect
pradeepkunche,cnnnew bjpindia sadhvipragyamp manojsharmabpl narendramodi amitshah arunjaitley rsprasad rssorg rahulgandhi mayawati mamataoffici ncbn sitaramyechuri yadavakhilesh arvindkejriw indic bjp modi basic respect democraci amp parliament clearli appear aim grab power name religion possess basic respect r hindu religion amp lord shri ram r truth shriram embodi truth
vssanakan,terror accus hail terrorist terror accus bjp candid pragya singh thakur say gandhi assassin nathuram vinayak gods patriot comment honbl pm narendramodi amitshah rajnathsingh arunjaitley loksabhaelect
kbtopiwala,mamataoffici mayawati yadavakhilesh incindia ncbn rahulgandhi rssurjewala sitaramyechuri cpimspeak bjpindia arvindkejriw ani timesnow aajtak ndtv abpnewstv surprisingli support left opposit parti left condemn continu violanc bengal bjp bengalpollviol bengalburn
mdsahadatalam3,dont want type allianc tmc amp inc situat elect rahulgandhi fficeffrg incindia priyankagandhi
diwakarch,loksabhaelect jisk naam hi rahu ho wo kya bhala karega desh ka rahuli potent pervas call modili seem hackney afteral rahul competit art lyingli lie
kuldipvyas,sonia gandhi bar dancer marri rajiv googl search bar girl india sonia gandhi name shockingli top result articl bbc congress congresscandid rahulgandhi priyankagandhiinvaranasi
outburstindia,final stage elect henc spokesperson incindia come trap rssbjp modi support camouflag tv report journalist wait till elect pm let rahulgandhi amp priyankagandhi speak
ShaktiShekhar,congress better credit go mostli rahul gandhi amp fraction priyanka gandhi vadra obviou congress lose blame go sam pitroda amp mani shankar aiyar gate two escap goat open loksabhaelect
udayavani_web,dmk confirm sonia gandhi chair meet opposit leader new delhi may day elect result announc loksabhaelect
nagarjund,hddevegowda offic bangalor delhi confirm receiv letter sonia gandhi regard may meet delhi loksabhaelect
Ankita_145,rahul gandhi went meet survivor alwar rape case get brawni point refus meet anoth yr old victim stay nearbi coz meet bihar doubl standard loksabhaelect
kambojOffice,dpsehgal breakingnew deshkedilmeimodi bjp soon peopl countri know chowkidar narendramodi sworn pm india second time best luck rahulgandhi bjpindia modioncemor modihiaayega
Vijendra1Verma,newsx sherryontopp incindia rahulgandhi bjpindia narendramodi hahaa suspect sidhu talk journey bjp congress navjot singh sidhu came bjp gangama son went congress gangaram son 😬 sampitroda idioci sherryontopp incindia rahulgandhi bjpindia narendramodi rafal
Vaibhav81397956,rahulgandhi wellther also peopl terribl lier amp exploit countri last decadesit known term call gandhi pariwarcongress rahulgandhi incindia bjp sambitswaraj
madhu_kumarp,shrring vinayknl rahulgandhi rahulgandhi rape becom polit problem happen bjp rule state
kevingothipatel,riot call bjp rule recent incid happen bengal come rajiv gandhi sport competit amitshah bengalburn bengalburn bjpamdavadc bjp mamatabanerje
